company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
"First Seacoast Bancorp, Inc.",FSBI,Empowering Financial Growth,8.5,500,To provide innovative financial solutions for our customers' success.,Portsmouth,Portsmouth,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized financial services,Blockchain Integration; Data Analytics Platform,Fintech Solutions; Risk Management; Regulatory Compliance,Stable economic conditions; Consistent regulatory environment,Technological infrastructure upgrades; Market trends,Scholarship Programs; Research Grants,0.9294,1.6989,12.0,8.5,3,0.0,2023-10-26T08:30:15Z
"Farmers & Merchants Bancshares, Inc.",FMBL,"Empowering Communities, Enriching Lives",8.5,1200,To provide innovative financial solutions and exceptional service to our customers while supporting the growth and prosperity of the communities we serve.,Springfield,Springfield,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Community Engagement; Innovation,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized banking solutions,Blockchain Integration; Data Analytics Optimization,Sustainable Growth Strategies; Risk Management,Stable Economic Conditions; Regulatory Compliance,Technology Infrastructure Upgrades; Market Trends,Scholarship Programs; Research Grants,0.9294,1.699,12.5,8.3,4,15.5,2023-10-26T08:30:45Z
Milestone Scientific Inc.,MLSS,Innovating the future of medical technology,5000000,100,To revolutionize the medical industry through innovative technology solutions.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Innovation,Exploring new pain management solutions,Needle-free injection system; Computer-assisted drug delivery,Medical Technology; Pain Management; Drug Delivery Systems,Growing demand for non-invasive medical procedures; Increasing healthcare spending,Regulatory approvals; Technological advancements,Medical Research Grants; STEM Scholarships,6.699,7.5,12.0,5.0,3,0.5,2023-10-26T08:30:00Z
Uspace Technology Group Limited/Adr,USPC,Empowering the Future of Technology,8.5,1000,To revolutionize the tech industry through innovation and collaboration,San Francisco,San Francisco,John Smith,John Smith (CEO); Emily Johnson (CTO),Innovation; Collaboration; Sustainability,AI; Blockchain; IoT,Creating cutting-edge solutions for the future,Smart Cities Initiative; Health-Tech Integration,Artificial Intelligence; Blockchain Technology; Internet of Things,Growing demand for tech solutions; Strong market competition,Access to top talent; Technological advancements,STEM Scholarships; Tech Innovation Grants,0.9294,1.1761,12.0,5.3,2,0.0,2023-10-26T08:30:00Z
Live Ventures Inc,LIVE,Empowering Growth Through Innovation,8.5,1500,To drive innovation and growth through strategic investments and partnerships.,Las Vegas,Las Vegas,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Collaboration; Excellence,Tech Startups; Biotech,Exploring disruptive technologies in AI and blockchain.,Smart City Solutions; Healthcare Analytics,Technology; Healthcare; Finance,Stable economic conditions; Access to top talent,Regulatory approvals; Market trends,Scholarship Programs; Research Grants,0.9294,1.301,12.0,5.2,3,2.5,2023-10-26T08:30:00Z
Ameriserv Financial Inc /Pa/,ASRV,,500000000.0,1000,To provide innovative financial solutions for our customers' success.,Johnstown,Johnstown,John Smith,John Smith (CEO); Jane Doe (CFO),Integrity; Customer Focus; Innovation,Market Research; Product Development,Exploring new digital banking solutions,Mobile Banking App Enhancement; Customer Relationship Management System Upgrade,Customer Experience; Technology Integration; Risk Management,Stable economic conditions; Regulatory compliance,Technology vendors; Government regulations,Local University Scholarship Fund; Financial Literacy Program Grant,8.699,9.0,0.08,0.015,5,55.5,2022-01-20T08:30:00Z
Nevada King Gold Corp.,NKGC,Unearthing the Future,8.5,250,To responsibly explore and extract gold resources while fostering sustainable growth and community development.,Nevada,Nevada,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Community Engagement,Exploration; Resource Assessment,Exploring new gold deposits in untapped regions,Gold Mine Expansion; Sustainability Initiatives,Environmental Stewardship; Operational Efficiency,Stable gold prices; Access to necessary permits,Market demand for gold; Economic conditions,Scholarship Programs; Research Grants,0.9294,1.301,12.0,8.0,3,0.0,2023-10-26T08:30:00Z
Netsol Technologies Inc,NTWK,Innovating Mobility,1000000000,1500,To provide innovative technology solutions for the mobility industry.,Calabasas,Calabasas,Najeeb Ghauri,Najeeb Ghauri (CEO); Roger Almond (CFO),Innovation; Customer Satisfaction; Quality,Blockchain; AI; IoT,Exploring new ways to enhance customer experience through technology.,Digital Transformation; Smart Mobility Solutions,Fintech; Automotive; Leasing,Stable market conditions; Continued technological advancements,Regulatory approvals; Market demand,STEM Scholarships; Tech Research Grants,9.0,8.5,0.12,0.05,3,20.5,2023-10-26T08:30:00Z
Sypris Solutions Inc,SYPR,Innovative Solutions for a Better Tomorrow,200000000.0,1500,"To deliver high-quality, innovative solutions that exceed customer expectations and create long-term value for all stakeholders.",Louisville,Louisville,John Smith,John Smith (CEO); Jane Doe (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Innovation,Continuous improvement through innovation and collaboration,Advanced Manufacturing; Supply Chain Optimization,Technology Integration; Operational Efficiency; Customer Experience,Stable market conditions; Availability of skilled workforce,Market demand; Regulatory compliance,STEM Education Programs; Scholarship Funds,8.301,9.0,12.0,5.0,3,10.5,2023-10-26T08:30:15Z
Daxor Corp,DXR,Innovating Precision Medicine,50000000,100,To advance healthcare through innovative diagnostic solutions.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Precision; Healthcare,Research; Development,Developing cutting-edge diagnostic tools,Precision Medicine Initiative; Healthcare Analytics Platform,Precision Medicine; Diagnostic Solutions,Growing demand for personalized healthcare,Regulatory approvals; Technological advancements,Medical Research Grants; Scholarship Programs,7.699,8.301,12.0,5.0,3,10.5,2022-10-31T08:00:00Z
Goviex Uranium Inc.,Not Available,Exploring for Tomorrow's Energy Today,7.5,150,"To responsibly explore, develop, and mine the world's uranium resources to power a clean energy future.",Vancouver,Vancouver,Daniel Major,Daniel Major (CEO); Govind Friedland (Executive Chairman),Sustainability; Innovation; Ethics,Exploration; Resource Assessment,Developing sustainable uranium mining projects in Africa.,Madaouela Project; Mutanga Project,Exploration; Development; Mining,Stable uranium market; Regulatory approvals,Government policies; Market demand,Supporting STEM education programs,0.8751,1.301,8.0,2.5,7,0.0,2023-10-26T08:30:15Z
Wimi Hologram Cloud Inc.,WIMI,Leading the Future of Holographic AR Technology,8.5,500,To revolutionize the holographic AR technology industry through innovation and excellence.,Beijing,Beijing,Steven Zhao,Steven Zhao (CEO); Ling Wu (CTO),Innovation; Excellence; Customer Satisfaction,Research & Development; Market Analysis,Exploring new applications of holographic AR technology in healthcare sector.,AR Advertising Platform Development; Holographic Education Solutions,Holographic AR Technology; Artificial Intelligence Integration,Growing demand for AR technology; Continuous technological advancements,Availability of skilled workforce; Market acceptance of AR products,Donations to STEM research programs; Scholarship funds for tech students,0.9294,1.1761,12.0,8.0,3,0.0,2023-10-26T08:30:00Z
Zomedica Corp.,ZOM,Innovative solutions for veterinary diagnostics,$10 million,150,To advance the health and well-being of animals through cutting-edge diagnostics and therapeutics,Detroit,Detroit,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Animal Welfare; Quality,Research & Development; Product Development,Developing a portable diagnostic device for veterinary clinics,Canine Cancer Research; Feline Infectious Diseases Study,Veterinary Diagnostics; Animal Health,Growing demand for advanced veterinary care; Competitive pricing strategy,Regulatory approvals; Market acceptance,Veterinary Schools; Animal Research Institutes,7.0,8.5,12.5,3.2,7,5.5,2022-10-31T08:00:00Z
"Pioneer Power Solutions, Inc.",PPSI,Empowering the Future,8.5,500,To provide innovative power solutions for a sustainable future.,Fort Lee,Fort Lee,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Customer Satisfaction,Research & Development; Market Analysis,Developing cutting-edge power solutions for renewable energy sources.,Solar Power Integration; Energy Storage Solutions,Renewable Energy; Smart Grid Technology; Energy Efficiency,Growing demand for clean energy solutions; Technological advancements in the power sector,Government regulations on renewable energy; Market trends in the energy sector,STEM Scholarships; Research Grants for Energy Studies,0.9294,1.6989,12.0,8.0,3,7.5,2022-10-31T08:00:00Z
Ageagle Aerial Systems Inc.,NYSE: UAVS,Leading the Drone Revolution in Agriculture,7.5,100,To revolutionize the agriculture industry through innovative drone technology.,Neodesha,Neodesha,Michael Drozd,Michael Drozd (CEO); Nicole Fernandez (CFO),Innovation; Sustainability; Efficiency,Precision Agriculture; Crop Monitoring,Developing AI-powered drone solutions for real-time crop analysis.,Crop Health Monitoring; Field Mapping,Agriculture; Drone Technology; AI,Increasing demand for precision agriculture solutions; Technological advancements in drone capabilities,Regulatory approvals for commercial drone operations; Availability of skilled drone operators,Agricultural Research Grants; STEM Scholarships,0.8751,1.2,8.0,2.5,4,150.5,2023-10-26T08:30:45Z
"Nova Lifestyle, Inc.",NVFY,Innovative Furniture Solutions,8.5,500,To provide high-quality and innovative furniture solutions to enhance living spaces.,Los Angeles,Los Angeles,Simon Yu,Simon Yu (CEO); Jessica Lee (CFO),Innovation; Quality; Customer Satisfaction,Product Development; Market Research,Exploring new furniture designs inspired by modern trends.,Sustainable Materials Research; Customer Experience Enhancement,Innovation; Quality Control; Customer Satisfaction,Stable market demand for furniture products; Competitive pricing strategy,Supply chain efficiency; Market trends,Furniture Design Scholarships; Furniture Innovation Research Grants,0.9294,1.1761,0.0453,0.012,7,0.0,2023-10-26T08:30:00Z
Scienjoy Holding Corp,SJ,Empowering Live Streaming,8.5,1000,To connect and empower people through live streaming technology.,Beijing,Beijing,Victor He,Victor He (CEO); Yao Li (CFO),Innovation; Community Engagement; User Experience,User Acquisition; Product Development,Exploring new interactive features for live streaming platforms.,Virtual Gifting; AR Filters Integration,Live Streaming; Social Networking; Entertainment,Increasing demand for interactive live streaming content,Technological advancements in streaming infrastructure,Scholarship Programs; Research Grants,0.9294,1.1761,12.0,5.3,4,0.0,2023-10-26T08:30:15Z
"Flux Power Holdings, Inc.",FLUX,Powering the Future,7.5,150,To revolutionize energy storage solutions for a sustainable future.,Vista,Vista,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Efficiency,Research & Development; Product Prototyping,Developing next-generation lithium-ion batteries for electric vehicles.,Battery Management Systems; Energy Storage Solutions,Clean Energy; Transportation; Renewable Resources,Increasing demand for electric vehicles; Growing emphasis on sustainability,Availability of raw materials; Regulatory approvals,STEM Scholarships; Research Grants,0.8751,1.699,8.0,5.0,3,20.5,2023-10-26T08:30:00Z
"Klx Energy Services Holdings, Inc.",KLXE,Empowering Energy Solutions,8.5,2500,To provide innovative energy services that drive efficiency and sustainability in the industry.,Houston,Houston,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Efficiency; Sustainability,Research & Development; Market Analysis,Exploring new technologies for enhanced oil extraction,Smart Well Monitoring; Drilling Optimization,Energy Services; Oil & Gas Technology,Stable oil prices; Growing demand for energy services,Regulatory approvals; Industry partnerships,Scholarship programs; Research grants,0.9294,1.6989,5.0,12.0,3,150.5,2023-10-26T08:30:45Z
Argo Blockchain Plc,ARB,Leading the way in blockchain technology,8.5,50,To revolutionize blockchain technology and drive innovation in the industry,London,London,Peter Wall,Peter Wall (CEO); Mike Edwards (CFO),Innovation; Transparency; Efficiency,Blockchain mining technology; Cryptocurrency security,Developing a sustainable and scalable blockchain mining infrastructure,Blockchain optimization; Cryptocurrency mining efficiency,Blockchain technology; Cryptocurrency mining; Innovation in digital assets,Stable cryptocurrency market; Continued technological advancements,Regulatory environment; Market demand for cryptocurrencies,Blockchain research grants; Cryptocurrency innovation scholarships,0.9294,1.1761,15.0,3.5,7,0.0,2023-10-26T08:30:15Z
Helio Corp,FL,,8.5,1200,To revolutionize the energy industry through innovative solutions.,Florida,Florida,,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Customer-centricity,Renewable Energy; Smart Grid Technology,Developing solar-powered solutions for residential use.,Solar Panel Efficiency Enhancement; Wind Energy Integration,Clean Energy; Smart Grid Technology; Energy Efficiency,Increasing demand for renewable energy sources; Government support for clean energy initiatives,Technological advancements in solar energy; Market acceptance of smart grid solutions,"University of Florida - $100,000; Florida State University - $75,000",0.9294,9.5,0.08,0.025,7,0.0,2023-10-26T08:30:00Z
"Glimpse Group, Inc.",GLMP,Innovating the Future of Virtual Reality,8.5,150,To revolutionize the virtual reality industry through innovation and creativity.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Creativity; Customer Satisfaction,Virtual Reality Gaming; Training Simulations,Exploring new applications of virtual reality technology in healthcare,Virtual Reality Training for Military; Virtual Reality Gaming Platform,Virtual Reality Development; Augmented Reality Solutions,Growing demand for virtual reality products; Technological advancements in VR industry,Availability of skilled VR developers; Market acceptance of VR technology,Donations to VR research programs; Scholarships for VR students,9.93,10.5,12.0,8.5,3,0.5,2022-10-31T08:00:00Z
"Nine Energy Service, Inc.",NINE,Innovative Solutions for the Energy Industry,8.5,1500,To provide cutting-edge solutions for the energy sector while prioritizing safety and sustainability.,Houston,Houston,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Safety; Sustainability,Research & Development; Market Analysis,Continuous improvement in well completion technologies,Advanced Fracturing Techniques; Drilling Optimization,Oilfield Services; Well Intervention; Completion Tools,Stable oil prices; Growing demand for energy services,Technological advancements; Regulatory approvals,University of Texas at Austin; Texas A&M University,0.9294,1.0414,12.0,8.0,3,150.5,2023-10-26T08:30:45Z
"Network-1 Technologies, Inc.",NTIP,Innovating for a Connected Future,70000000,150,To provide innovative solutions for network technology advancements.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Prototyping,Continuous improvement through cutting-edge technology,Network Security Enhancement; Data Transmission Optimization,Network Technology; Cybersecurity; Data Management,Stable market demand for network solutions; Competitive pricing strategy,Technological advancements; Regulatory compliance,Scholarship programs; Research grants,7.8451,8.5,12.0,5.3,7,0.5,2023-10-26T08:30:45Z
"Crown Equity Holdings, Inc.",CEHI,Empowering Growth Through Innovation,8.5,500,To drive sustainable growth through innovative solutions and strategic partnerships.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Collaboration; Integrity,Technology; Healthcare; Sustainability,Exploring cutting-edge technologies for sustainable growth.,Green Energy Initiative; Healthcare Innovation Lab,Technology Solutions; Healthcare Services; Sustainable Development,Stable market conditions; Strong industry partnerships,Regulatory approvals; Market trends,STEM Scholarships; Research Grants,0.9294,1.1761,12.0,8.5,3,5.5,2023-10-26T08:30:45Z
